Id,SalePrice
1461,112326.0
1462,160262.0
1463,186456.0
1464,197060.0
1465,205650.0
1466,170138.0
1467,174630.0
1468,156584.0
1469,212352.0
1470,114740.0
1471,154758.0
1472,97558.0
1473,93448.0
1474,146490.0
1475,106390.0
1476,375906.0
1477,262118.0
1478,311806.0
1479,304206.0
1480,485176.0
1481,309818.0
1482,204486.0
1483,176886.0
1484,161674.0
1485,178038.0
1486,188294.0
1487,335126.0
1488,219284.0
1489,203298.0
1490,256116.0
1491,201518.0
1492,102482.0
1493,185902.0
1494,305346.0
1495,288860.0
1496,243896.0
1497,175970.0
1498,176050.0
1499,163036.0
1500,149440.0
1501,196116.0
1502,133774.0
1503,357254.0
1504,233558.0
1505,224206.0
1506,192364.0
1507,257592.0
1508,196240.0
1509,154782.0
1510,143638.0
1511,160464.0
1512,175142.0
1513,150948.0
1514,169308.0
1515,207568.0
1516,152552.0
1517,182692.0
1518,121454.0
1519,220990.0
1520,118772.0
1521,134326.0
1522,188094.0
1523,111854.0
1524,123636.0
1525,116302.0
1526,104584.0
1527,101814.0
1528,130014.0
1529,161198.0
1530,211416.0
1531,128994.0
1532,92062.0
1533,166840.0
1534,126372.0
1535,150470.0
1536,93012.0
1537,45646.0
1538,151754.0
1539,206744.0
1540,118860.0
1541,142264.0
1542,165858.0
1543,188006.0
1544,75110.0
1545,120418.0
1546,137798.0
1547,136338.0
1548,151216.0
1549,126132.0
1550,143264.0
1551,104222.0
1552,153322.0
1553,156438.0
1554,113074.0
1555,157450.0
1556,857534597421330.0
1557,140970.0
1558,107446.0
1559,61478.0
1560,116752.0
1561,150222.0
1562,130790.0
1563,128352.0
1564,162194.0
1565,158212.0
1566,227750.0
1567,72340.0
1568,219954.0
1569,136010.0
1570,125546.0
1571,81726.0
1572,150456.0
1573,267546.0
1574,135964.0
1575,232358.0
1576,230764.0
1577,181474.0
1578,158170.0
1579,133650.0
1580,189720.0
1581,152576.0
1582,133934.0
1583,281892.0
1584,219768.0
1585,134006.0
1586,81592.0
1587,103628.0
1588,152352.0
1589,105686.0
1590,122818.0
1591,89738.0
1592,127314.0
1593,128364.0
1594,466544733552630.0
1595,117368.0
1596,230738.0
1597,210092.0
1598,213266.0
1599,193708.0
1600,171714.0
1601,51476.0
1602,128396.0
1603,36798.0
1604,272332.0
1605,224466.0
1606,148486.0
1607,167600.0
1608,199788.0
1609,189986.0
1610,150204.0
1611,126790.0
1612,186380.0
1613,163376.0
1614,136840.0
1615,96294.0
1616,72754.0
1617,84542.0
1618,134194.0
1619,143264.0
1620,189936.0
1621,129986.0
1622,150394.0
1623,255100.0
1624,198216.0
1625,116484.0
1626,167254.0
1627,190928.0
1628,275856.0
1629,176998.0
1630,365700.0
1631,254386.0
1632,251286.0
1633,171068.0
1634,181090.0
1635,169668.0
1636,144584.0
1637,200754.0
1638,177838.0
1639,182258.0
1640,235686.0
1641,180856.0
1642,250642.0
1643,218710.0
1644,236212.0
1645,217810.0
1646,155722.0
1647,155550.0
1648,127898.0
1649,125968.0
1650,105408.0
1651,111874.0
1652,98326.0
1653,94672.0
1654,145280.0
1655,121708.0
1656,141078.0
1657,154776.0
1658,145972.0
1659,126948.0
1660,147992.0
1661,440534.0
1662,386582.0
1663,386852.0
1664,533528.0
1665,333396.0
1666,324104.0
1667,377226.0
1668,360276.0
1669,318628.0
1670,363300.0
1671,269490.0
1672,408832.0
1673,290372.0
1674,246004.0
1675,202998.0
1676,206302.0
1677,217132.0
1678,474022.0
1679,388404.0
1680,342062.0
1681,280478.0
1682,320700.0
1683,191572.0
1684,168804.0
1685,168728.0
1686,161146.0
1687,161378.0
1688,180562.0
1689,184482.0
1690,187474.0
1691,176136.0
1692,247474.0
1693,169358.0
1694,180844.0
1695,167246.0
1696,263384.0
1697,176426.0
1698,341476.0
1699,333964.0
1700,271958.0
1701,279840.0
1702,236606.0
1703,228716.0
1704,268872.0
1705,240172.0
1706,191164.0
1707,224922.0
1708,202768.0
1709,247736.0
1710,219770.0
1711,267942.0
1712,253226.0
1713,281990.0
1714,227900.0
1715,208958.0
1716,186814.0
1717,174898.0
1718,152796.0
1719,226648.0
1720,253446.0
1721,146732.0
1722,117010.0
1723,149558.0
1724,218714.0
1725,242048.0
1726,187056.0
1727,151758.0
1728,154224.0
1729,174690.0
1730,169380.0
1731,109998.0
1732,132192.0
1733,116802.0
1734,121272.0
1735,90652.0
1736,94142.0
1737,284882.0
1738,264154.0
1739,247368.0
1740,219794.0
1741,191742.0
1742,178244.0
1743,169816.0
1744,361104.0
1745,222274.0
1746,191088.0
1747,221030.0
1748,224456.0
1749,133738.0
1750,133892.0
1751,231000.0
1752,105990.0
1753,156788.0
1754,196572.0
1755,170014.0
1756,142352.0
1757,118114.0
1758,144542.0
1759,159642.0
1760,160858.0
1761,154586.0
1762,185854.0
1763,185834.0
1764,114348.0
1765,186356.0
1766,186138.0
1767,227612.0
1768,139776.0
1769,162116.0
1770,146968.0
1771,120800.0
1772,132756.0
1773,109358.0
1774,154920.0
1775,140084.0
1776,129566.0
1777,108808.0
1778,145358.0
1779,136038.0
1780,154802.0
1781,126060.0
1782,74096.0
1783,141646.0
1784,94826.0
1785,140240.0
1786,107250.0
1787,148178.0
1788,50400.0
1789,103628.0
1790,65474.0
1791,199284.0
1792,168496.0
1793,139508.0
1794,162618.0
1795,134140.0
1796,130154.0
1797,118874.0
1798,122378.0
1799,98190.0
1800,122518.0
1801,123380.0
1802,103022.0
1803,159370.0
1804,121088.0
1805,129280.0
1806,129854.0
1807,142544.0
1808,118438.0
1809,132510.0
1810,140422.0
1811,152408.0
1812,112370.0
1813,144266.0
1814,97282.0
1815,56340.0
1816,99994.0
1817,105958.0
1818,166356.0
1819,137268.0
1820,28984.0
1821,101864.0
1822,151962.0
1823,26272.0
1824,128472.0
1825,146784.0
1826,99116.0
1827,105440.0
1828,141974.0
1829,127018.0
1830,153064.0
1831,160606.0
1832,31846.0
1833,147298.0
1834,119452.0
1835,125066.0
1836,138810.0
1837,83370.0
1838,120820.0
1839,109980.0
1840,151590.0
1841,131536.0
1842,68230.0
1843,144636.0
1844,142030.0
1845,139558.0
1846,156966.0
1847,163530.0
1848,42626.0
1849,105022.0
1850,106940.0
1851,144450.0
1852,106282.0
1853,116448.0
1854,170112.0
1855,161420.0
1856,219684.0
1857,129864.0
1858,147298.0
1859,100114.0
1860,142130.0
1861,107986.0
1862,303262.0
1863,291320.0
1864,291352.0
1865,366846.0
1866,343868.0
1867,211186.0
1868,287954.0
1869,205810.0
1870,219238.0
1871,256656.0
1872,169160.0
1873,240120.0
1874,143022.0
1875,183478.0
1876,201732.0
1877,208948.0
1878,193184.0
1879,138724.0
1880,131148.0
1881,245524.0
1882,232282.0
1883,178502.0
1884,203010.0
1885,226376.0
1886,284768.0
1887,216128.0
1888,257762.0
1889,164558.0
1890,94412.0
1891,97940.0
1892,100986.0
1893,131540.0
1894,118686.0
1895,134738.0
1896,128120.0
1897,121774.0
1898,100424.0
1899,161476.0
1900,158116.0
1901,194242.0
1902,182338.0
1903,218876.0
1904,163830.0
1905,203224.0
1906,175454.0
1907,239244.0
1908,114014.0
1909,127980.0
1910,128756.0
1911,232712.0
1912,320386.0
1913,150610.0
1914,44828.0
1915,348562.0
1916,4146681263121238.0
1917,223624.0
1918,133818.0
1919,154736.0
1920,165122.0
1921,385180.0
1922,345982.0
1923,234402.0
1924,231720.0
1925,205502.0
1926,384082.0
1927,124866.0
1928,174236.0
1929,117718.0
1930,122930.0
1931,117186.0
1932,125838.0
1933,199460.0
1934,190352.0
1935,164930.0
1936,211586.0
1937,175646.0
1938,164830.0
1939,277498.0
1940,203254.0
1941,168950.0
1942,153658.0
1943,236350.0
1944,380632.0
1945,417140.0
1946,-549901910576770.0
1947,126228.0
1948,181186.0
1949,238258.0
1950,185208.0
1951,245444.0
1952,202466.0
1953,177926.0
1954,180758.0
1955,137080.0
1956,288486.0
1957,158356.0
1958,242354.0
1959,133946.0
1960,92518.0
1961,123670.0
1962,94484.0
1963,107312.0
1964,105528.0
1965,134746.0
1966,142358.0
1967,314734.0
1968,412438.0
1969,397116.0
1970,401980.0
1971,449608.0
1972,371818.0
1973,293232.0
1974,340710.0
1975,335816.0
1976,281550.0
1977,367488.0
1978,345216.0
1979,325710.0
1980,207084.0
1981,360774.0
1982,216150.0
1983,199972.0
1984,176186.0
1985,231164.0
1986,207150.0
1987,208622.0
1988,167222.0
1989,185704.0
1990,204946.0
1991,232330.0
1992,225348.0
1993,158756.0
1994,234502.0
1995,182386.0
1996,280608.0
1997,315314.0
1998,325998.0
1999,310456.0
2000,322224.0
2001,288862.0
2002,245446.0
2003,238862.0
2004,279398.0
2005,220538.0
2006,222342.0
2007,242516.0
2008,235406.0
2009,211374.0
2010,195330.0
2011,130724.0
2012,179126.0
2013,181854.0
2014,187320.0
2015,220824.0
2016,197640.0
2017,199716.0
